docId,unitId,unitStart,unitEnd,sequence,participant,order,transcript,text,POS_dft,kind,endNote,corpusSeq,tokenSeq,place,negPlace,turnOrder,pSentOrder,turnSeq,pSentSeq,unitStartSkipPause,unitDur,unitDurSkipPause
sbc034,1,0.000,4.475,1,>ENV;,1,((DOOR_OPENING_AND_CLOSING)),((DOOR_OPENING_AND_CLOSING)),X,Action,"",249196,1,,,1,1,1,1,0.000,4.475,4.475
sbc034,350,621.785,625.257,350,KAREN;,10,I,I,PRON,Word,"",251490,2295,8,3,10,8,115,155,622.210,3.472,3.047
sbc034,350,621.785,625.257,350,KAREN;,11,need,need,VERB,Word,"",251491,2296,9,2,11,9,115,155,622.210,3.472,3.047
sbc034,350,621.785,625.257,350,KAREN;,12,to,to,PART,Word,"",251492,2297,10,1,12,10,115,155,622.210,3.472,3.047
sbc034,350,621.785,625.257,350,KAREN;,13,.,.,PUNCT,EndNote,final,251493,2298,,,13,11,115,155,622.210,3.472,3.047
sbc034,351,625.257,628.908,351,SCOTT;,1,(.),(.),X,Pause,"",251495,2300,,,1,13,116,156,625.407,3.651,3.501
sbc034,351,625.257,628.908,351,SCOTT;,2,(WHISTLING),(WHISTLING),X,Vocalism,"",251496,2301,,,2,14,116,156,625.407,3.651,3.501
sbc034,352,628.908,634.067,352,>ENV;,1,((CHAIR_CREAKING)),((CHAIR_CREAKING)),X,Action,"",251498,2303,,,1,2,117,1,628.908,5.159,5.159
sbc034,353,634.067,636.729,353,SCOTT;,1,(HUMMING),(HUMMING),X,Vocalism,"",251500,2305,,,1,4,118,156,634.067,2.662,2.662
sbc034,354,636.729,637.839,354,KAREN;,1,Is,Is,AUX,Word,"",251502,2307,1,7,1,6,119,157,636.729,1.110,1.110
sbc034,354,636.729,637.839,354,KAREN;,2,that,that,SCONJ,Word,"",251503,2308,2,6,2,7,119,157,636.729,1.110,1.110
sbc034,354,636.729,637.839,354,KAREN;,3,a,a,DET,Word,"",251504,2309,3,5,3,8,119,157,636.729,1.110,1.110
sbc034,354,636.729,637.839,354,KAREN;,4,program,program,NOUN,Word,"",251505,2310,4,4,4,9,119,157,636.729,1.110,1.110
sbc034,354,636.729,637.839,354,KAREN;,5,you,you,PRON,Word,"",251506,2311,5,3,5,1,119,157,636.729,1.110,1.110
sbc034,354,636.729,637.839,354,KAREN;,6,'re,'re,AUX,Word,"",251507,2312,6,2,6,2,119,157,636.729,1.110,1.110
sbc034,354,636.729,637.839,354,KAREN;,7,reading,reading,VERB,Word,"",251508,2313,7,1,7,3,119,157,636.729,1.110,1.110
sbc034,354,636.729,637.839,354,KAREN;,8,?,?,PUNCT,EndNote,appeal,251509,2314,,,8,4,119,157,636.729,1.110,1.110
sbc034,355,637.839,638.451,355,SCOTT;,1,(.),(.),X,Pause,"",251511,2316,,,1,6,120,156,637.989,0.612,0.462
sbc034,355,637.839,638.451,355,SCOTT;,2,Hm,Hm,PROPN,Word,"",251512,2317,1,1,2,7,120,156,637.989,0.612,0.462
sbc034,355,637.839,638.451,355,SCOTT;,3,?,?,PUNCT,EndNote,appeal,251513,2318,,,3,8,120,156,637.989,0.612,0.462
sbc034,356,638.451,639.394,356,SCOTT;,1,(...),(...),X,Pause,"",251515,2320,,,5,1,120,158,638.951,0.943,0.443
sbc034,356,638.451,639.394,356,SCOTT;,2,Hm-mm,Hm-mm,PROPN,Word,"",251516,2321,1,1,6,2,120,158,638.951,0.943,0.443
sbc034,356,638.451,639.394,356,SCOTT;,3,.,.,PUNCT,EndNote,final,251517,2322,,,7,3,120,158,638.951,0.943,0.443
sbc034,357,639.394,640.691,357,KAREN;,1,(...),(...),X,Pause,"",251519,2324,,,1,1,121,159,639.894,1.297,0.797
sbc034,357,639.394,640.691,357,KAREN;,2,#Guess,Guess,NOUN,Word,"",251520,2325,1,3,2,2,121,159,639.894,1.297,0.797
sbc034,357,639.394,640.691,357,KAREN;,3,#it'[s,it's,NOUN,Word,"",251521,2326,2,2,3,3,121,159,639.894,1.297,0.797
sbc034,357,639.394,640.691,357,KAREN;,4,#a%–],a,NOUN,Word,"",251522,2327,3,1,4,4,121,159,639.894,1.297,0.797
sbc034,357,639.394,640.691,357,KAREN;,5,—,—,PUNCT,EndNote,break,251523,2328,,,5,5,121,159,639.894,1.297,0.797
sbc034,358,640.392,641.889,358,SCOTT;,1,[It,It,X,Word,"",251525,2330,1,7,1,7,122,160,640.392,1.497,1.497
sbc034,358,640.392,641.889,358,SCOTT;,2,w]as,was,PUNCT,Word,"",251526,2331,2,6,2,8,122,160,640.392,1.497,1.497
sbc034,358,640.392,641.889,358,SCOTT;,3,just,just,ADV,Word,"",251527,2332,3,5,3,9,122,160,640.392,1.497,1.497
sbc034,358,640.392,641.889,358,SCOTT;,4,a,a,DET,Word,"",251528,2333,4,4,4,10,122,160,640.392,1.497,1.497
sbc034,358,640.392,641.889,358,SCOTT;,5,list,list,NOUN,Word,"",251529,2334,5,3,5,11,122,160,640.392,1.497,1.497
sbc034,358,640.392,641.889,358,SCOTT;,6,of,of,ADP,Word,"",251530,2335,6,2,6,12,122,160,640.392,1.497,1.497
sbc034,358,640.392,641.889,358,SCOTT;,7,uh,uh,FILL,Word,"",251531,2336,7,1,7,13,122,160,640.392,1.497,1.497
sbc034,358,640.392,641.889,358,SCOTT;,8,",",",",PUNCT,EndNote,continuing,251532,2337,,,8,1,122,160,640.392,1.497,1.497
sbc034,359,641.889,645.232,359,SCOTT;,1,(...),(...),X,Pause,"",251534,2339,,,10,3,122,160,642.185,3.343,3.047
sbc034,359,641.889,645.232,359,SCOTT;,2,places,places,NOUN,Word,"",251535,2340,1,6,11,4,122,160,642.185,3.343,3.047
sbc034,359,641.889,645.232,359,SCOTT;,3,that,that,DET,Word,"",251536,2341,2,5,12,5,122,160,642.185,3.343,3.047
sbc034,359,641.889,645.232,359,SCOTT;,4,offer,offer,VERB,Word,"",251537,2342,3,4,13,6,122,160,642.185,3.343,3.047
sbc034,359,641.889,645.232,359,SCOTT;,5,emails,emails,VERB,Word,"",251538,2343,4,3,14,7,122,160,642.185,3.343,3.047
sbc034,359,641.889,645.232,359,SCOTT;,6,for–,for,PROPN,Word,"",251539,2344,5,2,15,8,122,160,642.185,3.343,3.047
sbc034,359,641.889,645.232,359,SCOTT;,7,(.),(.),X,Pause,"",251540,2345,,,16,9,122,160,642.185,3.343,3.047
sbc034,359,641.889,645.232,359,SCOTT;,8,service,service,NOUN,Word,"",251541,2346,6,1,17,10,122,160,642.185,3.343,3.047
sbc034,359,641.889,645.232,359,SCOTT;,9,",",",",PUNCT,EndNote,continuing,251542,2347,,,18,11,122,160,642.185,3.343,3.047
sbc034,360,645.232,646.192,360,SCOTT;,1,[and,and,ADJ,Word,"",251544,2349,1,3,20,13,122,160,645.232,0.960,0.960
sbc034,360,645.232,646.192,360,SCOTT;,2,different,different,ADJ,Word,"",251545,2350,2,2,21,14,122,160,645.232,0.960,0.960
sbc034,360,645.232,646.192,360,SCOTT;,3,things],things,NOUN,Word,"",251546,2351,3,1,22,15,122,160,645.232,0.960,0.960
sbc034,360,645.232,646.192,360,SCOTT;,4,.,.,PUNCT,EndNote,final,251547,2352,,,23,16,122,160,645.232,0.960,0.960
sbc034,361,645.244,646.255,361,KAREN;,1,[Oh:,Oh,X,Word,"",251549,2354,1,5,1,18,123,159,645.244,1.011,1.011
sbc034,361,645.244,646.255,361,KAREN;,2,well,well,INTJ,Word,"",251550,2355,2,4,2,19,123,159,645.244,1.011,1.011
sbc034,361,645.244,646.255,361,KAREN;,3,that,that,DET,Word,"",251551,2356,3,3,3,20,123,159,645.244,1.011,1.011
sbc034,361,645.244,646.255,361,KAREN;,4,'s,'s,AUX,Word,"",251552,2357,4,2,4,21,123,159,645.244,1.011,1.011
sbc034,361,645.244,646.255,361,KAREN;,5,good],good,ADJ,Word,"",251553,2358,5,1,5,22,123,159,645.244,1.011,1.011
sbc034,361,645.244,646.255,361,KAREN;,6,.,.,PUNCT,EndNote,final,251554,2359,,,6,23,123,159,645.244,1.011,1.011
sbc034,362,646.255,648.262,362,KAREN;,1,(...),(...),X,Pause,"",251556,2361,,,8,1,123,161,646.755,2.007,1.507
sbc034,362,646.255,648.262,362,KAREN;,2,Oh:,Oh,PROPN,Word,"",251557,2362,1,1,9,2,123,161,646.755,2.007,1.507
sbc034,362,646.255,648.262,362,KAREN;,3,",",",",PUNCT,EndNote,continuing,251558,2363,,,10,3,123,161,646.755,2.007,1.507
sbc034,363,648.262,650.607,363,KAREN;,1,(...),(...),X,Pause,"",251560,2365,,,12,5,123,161,648.762,2.345,1.845
sbc034,363,648.262,650.607,363,KAREN;,2,#you,you,NOUN,Word,"",251561,2366,1,11,13,6,123,161,648.762,2.345,1.845
sbc034,363,648.262,650.607,363,KAREN;,3,#know,know,VERB,Word,"",251562,2367,2,10,14,7,123,161,648.762,2.345,1.845
sbc034,363,648.262,650.607,363,KAREN;,4,#maybe,maybe,ADV,Word,"",251563,2368,3,9,15,8,123,161,648.762,2.345,1.845
sbc034,363,648.262,650.607,363,KAREN;,5,#if,if,PROPN,Word,"",251564,2369,4,8,16,9,123,161,648.762,2.345,1.845
sbc034,363,648.262,650.607,363,KAREN;,6,we,we,PRON,Word,"",251565,2370,5,7,17,10,123,161,648.762,2.345,1.845
sbc034,363,648.262,650.607,363,KAREN;,7,could,could,VERB,Word,"",251566,2371,6,6,18,11,123,161,648.762,2.345,1.845
sbc034,363,648.262,650.607,363,KAREN;,8,turn,turn,VERB,Word,"",251567,2372,7,5,19,12,123,161,648.762,2.345,1.845
sbc034,363,648.262,650.607,363,KAREN;,9,the,the,DET,Word,"",251568,2373,8,4,20,13,123,161,648.762,2.345,1.845
sbc034,363,648.262,650.607,363,KAREN;,10,spider,spider,NOUN,Word,"",251569,2374,9,3,21,14,123,161,648.762,2.345,1.845
sbc034,363,648.262,650.607,363,KAREN;,11,plant,plant,NOUN,Word,"",251570,2375,10,2,22,15,123,161,648.762,2.345,1.845
sbc034,363,648.262,650.607,363,KAREN;,12,around,around,ADV,Word,"",251571,2376,11,1,23,16,123,161,648.762,2.345,1.845
sbc034,363,648.262,650.607,363,KAREN;,13,.,.,PUNCT,EndNote,final,251572,2377,,,24,17,123,161,648.762,2.345,1.845
sbc034,364,650.607,652.368,364,SCOTT;,1,(...),(...),X,Pause,"",251574,2379,,,1,1,124,162,651.107,1.761,1.261
sbc034,364,650.607,652.368,364,SCOTT;,2,Which,Which,DET,Word,"",251575,2380,1,2,2,2,124,162,651.107,1.761,1.261
sbc034,364,650.607,652.368,364,SCOTT;,3,one,one,NOUN,Word,"",251576,2381,2,1,3,3,124,162,651.107,1.761,1.261
sbc034,364,650.607,652.368,364,SCOTT;,4,.,.,PUNCT,EndNote,final,251577,2382,,,4,4,124,162,651.107,1.761,1.261
sbc034,365,652.368,654.750,365,KAREN;,1,(...),(...),X,Pause,"",251579,2384,,,1,1,125,163,652.868,2.382,1.882
sbc034,365,652.368,654.750,365,KAREN;,2,The,The,DET,Word,"",251580,2385,1,7,2,2,125,163,652.868,2.382,1.882
sbc034,365,652.368,654.750,365,KAREN;,3,one,one,NOUN,Word,"",251581,2386,2,6,3,3,125,163,652.868,2.382,1.882
sbc034,365,652.368,654.750,365,KAREN;,4,that,that,DET,Word,"",251582,2387,3,5,4,4,125,163,652.868,2.382,1.882
sbc034,365,652.368,654.750,365,KAREN;,5,just,just,ADV,Word,"",251583,2388,4,4,5,5,125,163,652.868,2.382,1.882
sbc034,365,652.368,654.750,365,KAREN;,6,looks,looks,VERB,Word,"",251584,2389,5,3,6,6,125,163,652.868,2.382,1.882
sbc034,365,652.368,654.750,365,KAREN;,7,kinda,kinda,ADV,Word,"",251585,2390,6,2,7,7,125,163,652.868,2.382,1.882
sbc034,365,652.368,654.750,365,KAREN;,8,decrepit,decrepit,ADJ,Word,"",251586,2391,7,1,8,8,125,163,652.868,2.382,1.882
sbc034,365,652.368,654.750,365,KAREN;,9,.,.,PUNCT,EndNote,final,251587,2392,,,9,9,125,163,652.868,2.382,1.882
sbc034,366,654.750,657.046,366,SCOTT;,1,(...),(...),X,Pause,"",251589,2394,,,1,1,126,164,655.250,2.296,1.796
sbc034,366,654.750,657.046,366,SCOTT;,2,That,That,DET,Word,"",251590,2395,1,2,2,2,126,164,655.250,2.296,1.796
sbc034,366,654.750,657.046,366,SCOTT;,3,one,one,NUM,Word,"",251591,2396,2,1,3,3,126,164,655.250,2.296,1.796
sbc034,366,654.750,657.046,366,SCOTT;,4,.,.,PUNCT,EndNote,final,251592,2397,,,4,4,126,164,655.250,2.296,1.796
sbc034,367,657.046,657.632,367,KAREN;,1,(.),(.),X,Pause,"",251594,2399,,,1,1,127,165,657.196,0.586,0.436
sbc034,367,657.046,657.632,367,KAREN;,2,Yeah,Yeah,INTJ,Word,"",251595,2400,1,1,2,2,127,165,657.196,0.586,0.436
sbc034,367,657.046,657.632,367,KAREN;,3,.,.,PUNCT,EndNote,final,251596,2401,,,3,3,127,165,657.196,0.586,0.436
sbc034,368,657.632,661.286,368,SCOTT;,1,(...),(...),X,Pause,"",251598,2403,,,1,1,128,166,658.239,3.654,3.047
sbc034,368,657.632,661.286,368,SCOTT;,2,Maybe,Maybe,ADV,Word,"",251599,2404,1,3,2,2,128,166,658.239,3.654,3.047
sbc034,368,657.632,661.286,368,SCOTT;,3,we,we,PRON,Word,"",251600,2405,2,2,3,3,128,166,658.239,3.654,3.047
sbc034,368,657.632,661.286,368,SCOTT;,4,could,could,VERB,Word,"",251601,2406,3,1,4,4,128,166,658.239,3.654,3.047
sbc034,368,657.632,661.286,368,SCOTT;,5,—,—,PUNCT,EndNote,break,251602,2407,,,5,5,128,166,658.239,3.654,3.047
sbc034,369,661.286,661.908,369,SCOTT;,1,I,I,PRON,Word,"",251604,2409,1,3,7,7,128,166,661.286,0.622,0.622
sbc034,369,661.286,661.908,369,SCOTT;,2,think,think,VERB,Word,"",251605,2410,2,2,8,8,128,166,661.286,0.622,0.622
sbc034,369,661.286,661.908,369,SCOTT;,3,it,it,PRON,Word,"",251606,2411,3,1,9,9,128,166,661.286,0.622,0.622
sbc034,369,661.286,661.908,369,SCOTT;,4,",",",",PUNCT,EndNote,continuing,251607,2412,,,10,10,128,166,661.286,0.622,0.622
sbc034,370,661.908,663.832,370,SCOTT;,1,(...),(...),X,Pause,"",251609,2414,,,12,12,128,166,662.408,1.924,1.424
sbc034,370,661.908,663.832,370,SCOTT;,2,would,would,VERB,Word,"",251610,2415,1,4,13,13,128,166,662.408,1.924,1.424
sbc034,370,661.908,663.832,370,SCOTT;,3,probably,probably,ADV,Word,"",251611,2416,2,3,14,14,128,166,662.408,1.924,1.424
sbc034,370,661.908,663.832,370,SCOTT;,4,do,do,AUX,Word,"",251612,2417,3,2,15,15,128,166,662.408,1.924,1.424
sbc034,370,661.908,663.832,370,SCOTT;,5,better,better,ADV,Word,"",251613,2418,4,1,16,16,128,166,662.408,1.924,1.424
sbc034,370,661.908,663.832,370,SCOTT;,6,",",",",PUNCT,EndNote,continuing,251614,2419,,,17,17,128,166,662.408,1.924,1.424
sbc034,371,663.832,665.610,371,SCOTT;,1,if,if,SCONJ,Word,"",251616,2421,1,7,19,19,128,166,663.832,1.778,1.778
sbc034,371,663.832,665.610,371,SCOTT;,2,it,it,PRON,Word,"",251617,2422,2,6,20,20,128,166,663.832,1.778,1.778
sbc034,371,663.832,665.610,371,SCOTT;,3,got,got,VERB,Word,"",251618,2423,3,5,21,21,128,166,663.832,1.778,1.778
sbc034,371,663.832,665.610,371,SCOTT;,4,its,its,DET,Word,"",251619,2424,4,4,22,22,128,166,663.832,1.778,1.778
sbc034,371,663.832,665.610,371,SCOTT;,5,babies,babies,NOUN,Word,"",251620,2425,5,3,23,23,128,166,663.832,1.778,1.778
sbc034,371,663.832,665.610,371,SCOTT;,6,trimmed,trimmed,VERB,Word,"",251621,2426,6,2,24,24,128,166,663.832,1.778,1.778
sbc034,371,663.832,665.610,371,SCOTT;,7,off,off,ADP,Word,"",251622,2427,7,1,25,25,128,166,663.832,1.778,1.778
sbc034,371,663.832,665.610,371,SCOTT;,8,.,.,PUNCT,EndNote,final,251623,2428,,,26,26,128,166,663.832,1.778,1.778
sbc034,372,665.610,666.935,372,KAREN;,1,<P,<P,X,Tag,"",251625,2430,,,1,1,129,167,665.610,1.325,1.325
sbc034,372,665.610,666.935,372,KAREN;,2,#I,I,NOUN,Word,"",251626,2431,1,5,2,2,129,167,665.610,1.325,1.325
sbc034,372,665.610,666.935,372,KAREN;,3,#mean,mean,ADJ,Word,"",251627,2432,2,4,3,3,129,167,665.610,1.325,1.325
sbc034,372,665.610,666.935,372,KAREN;,4,#can,can,ADJ,Word,"",251628,2433,3,3,4,4,129,167,665.610,1.325,1.325
sbc034,372,665.610,666.935,372,KAREN;,5,#it,it,PROPN,Word,"",251629,2434,4,2,5,5,129,167,665.610,1.325,1.325
sbc034,372,665.610,666.935,372,KAREN;,6,#wait,wait,PROPN,Word,"",251630,2435,5,1,6,6,129,167,665.610,1.325,1.325
sbc034,372,665.610,666.935,372,KAREN;,7,P>,P>,X,Tag,"",251631,2436,,,7,7,129,167,665.610,1.325,1.325
sbc034,372,665.610,666.935,372,KAREN;,8,?,?,PUNCT,EndNote,appeal,251632,2437,,,8,8,129,167,665.610,1.325,1.325
sbc034,373,666.935,669.837,373,KAREN;,1,(...),(...),X,Pause,"",251634,2439,,,10,1,129,168,667.435,2.902,2.402
sbc034,373,666.935,669.837,373,KAREN;,2,I,I,PRON,Word,"",251635,2440,1,10,11,2,129,168,667.435,2.902,2.402
sbc034,373,666.935,669.837,373,KAREN;,3,think,think,VERB,Word,"",251636,2441,2,9,12,3,129,168,667.435,2.902,2.402
sbc034,373,666.935,669.837,373,KAREN;,4,we,we,PRON,Word,"",251637,2442,3,8,13,4,129,168,667.435,2.902,2.402
sbc034,373,666.935,669.837,373,KAREN;,5,thought,thought,VERB,Word,"",251638,2443,4,7,14,5,129,168,667.435,2.902,2.402
sbc034,373,666.935,669.837,373,KAREN;,6,about,about,ADP,Word,"",251639,2444,5,6,15,6,129,168,667.435,2.902,2.402
sbc034,373,666.935,669.837,373,KAREN;,7,doing,doing,VERB,Word,"",251640,2445,6,5,16,7,129,168,667.435,2.902,2.402
sbc034,373,666.935,669.837,373,KAREN;,8,that,that,DET,Word,"",251641,2446,7,4,17,8,129,168,667.435,2.902,2.402
sbc034,373,666.935,669.837,373,KAREN;,9,in,in,ADP,Word,"",251642,2447,8,3,18,9,129,168,667.435,2.902,2.402
sbc034,373,666.935,669.837,373,KAREN;,10,the,the,DET,Word,"",251643,2448,9,2,19,10,129,168,667.435,2.902,2.402
sbc034,373,666.935,669.837,373,KAREN;,11,springtime,springtime,NOUN,Word,"",251644,2449,10,1,20,11,129,168,667.435,2.902,2.402
sbc034,373,666.935,669.837,373,KAREN;,12,",",",",PUNCT,EndNote,continuing,251645,2450,,,21,12,129,168,667.435,2.902,2.402
sbc034,374,669.837,671.511,374,KAREN;,1,(...),(...),X,Pause,"",251647,2452,,,23,14,129,168,670.337,1.674,1.174
sbc034,374,669.837,671.511,374,KAREN;,2,then,then,ADV,Word,"",251648,2453,1,7,24,15,129,168,670.337,1.674,1.174
sbc034,374,669.837,671.511,374,KAREN;,3,I,I,PRON,Word,"",251649,2454,2,6,25,16,129,168,670.337,1.674,1.174
sbc034,374,669.837,671.511,374,KAREN;,4,thought,thought,VERB,Word,"",251650,2455,3,5,26,17,129,168,670.337,1.674,1.174
sbc034,374,669.837,671.511,374,KAREN;,5,we,we,PRON,Word,"",251651,2456,4,4,27,18,129,168,670.337,1.674,1.174
sbc034,374,669.837,671.511,374,KAREN;,6,'d,'d,VERB,Word,"",251652,2457,5,3,28,19,129,168,670.337,1.674,1.174
sbc034,374,669.837,671.511,374,KAREN;,7,replant,replant,VERB,Word,"",251653,2458,6,2,29,20,129,168,670.337,1.674,1.174
sbc034,374,669.837,671.511,374,KAREN;,8,them,them,PRON,Word,"",251654,2459,7,1,30,21,129,168,670.337,1.674,1.174
sbc034,374,669.837,671.511,374,KAREN;,9,.,.,PUNCT,EndNote,final,251655,2460,,,31,22,129,168,670.337,1.674,1.174
sbc034,375,671.511,672.432,375,SCOTT;,1,(...),(...),X,Pause,"",251657,2462,,,1,1,130,169,672.011,0.921,0.421
sbc034,375,671.511,672.432,375,SCOTT;,2,Yeah,Yeah,INTJ,Word,"",251658,2463,1,1,2,2,130,169,672.011,0.921,0.421
sbc034,375,671.511,672.432,375,SCOTT;,3,",",",",PUNCT,EndNote,continuing,251659,2464,,,3,3,130,169,672.011,0.921,0.421
sbc034,376,672.432,675.932,376,SCOTT;,1,but,but,CCONJ,Word,"",251661,2466,1,10,5,5,130,169,672.432,3.500,3.500
sbc034,376,672.432,675.932,376,SCOTT;,2,[I],I,X,Word,"",251662,2467,2,9,6,6,130,169,672.432,3.500,3.500
sbc034,376,672.432,675.932,376,SCOTT;,3,think,think,VERB,Word,"",251663,2468,3,8,7,7,130,169,672.432,3.500,3.500
sbc034,376,672.432,675.932,376,SCOTT;,4,there,there,PRON,Word,"",251664,2469,4,7,8,8,130,169,672.432,3.500,3.500
sbc034,376,672.432,675.932,376,SCOTT;,5,'s,'s,AUX,Word,"",251665,2470,5,6,9,9,130,169,672.432,3.500,3.500
sbc034,376,672.432,675.932,376,SCOTT;,6,more,more,ADJ,Word,"",251666,2471,6,5,10,10,130,169,672.432,3.500,3.500
sbc034,376,672.432,675.932,376,SCOTT;,7,babies,babies,NOUN,Word,"",251667,2472,7,4,11,11,130,169,672.432,3.500,3.500
sbc034,376,672.432,675.932,376,SCOTT;,8,than,than,SCONJ,Word,"",251668,2473,8,3,12,12,130,169,672.432,3.500,3.500
sbc034,376,672.432,675.932,376,SCOTT;,9,(...),(...),X,Pause,"",251669,2474,,,13,13,130,169,672.432,3.500,3.500
sbc034,376,672.432,675.932,376,SCOTT;,10,we,we,PRON,Word,"",251670,2475,9,2,14,14,130,169,672.432,3.500,3.500
sbc034,376,672.432,675.932,376,SCOTT;,11,need,need,VERB,Word,"",251671,2476,10,1,15,15,130,169,672.432,3.500,3.500
sbc034,376,672.432,675.932,376,SCOTT;,12,.,.,PUNCT,EndNote,final,251672,2477,,,16,16,130,169,672.432,3.500,3.500
sbc034,377,672.614,672.764,377,KAREN;,1,[Would],Would,X,Word,"",251674,2479,1,1,1,1,131,170,672.614,0.150,0.150
sbc034,377,672.614,672.764,377,KAREN;,2,—,—,PUNCT,EndNote,break,251675,2480,,,2,2,131,170,672.614,0.150,0.150
sbc034,378,675.932,677.060,378,KAREN;,1,(...),(...),X,Pause,"",251677,2482,,,4,4,131,170,676.432,1.128,0.628
sbc034,378,675.932,677.060,378,KAREN;,2,Yeah,Yeah,INTJ,Word,"",251678,2483,1,1,5,5,131,170,676.432,1.128,0.628
sbc034,378,675.932,677.060,378,KAREN;,3,.,.,PUNCT,EndNote,final,251679,2484,,,6,6,131,170,676.432,1.128,0.628
sbc034,379,677.060,679.758,379,KAREN;,1,(...),(...),X,Pause,"",251681,2486,,,8,1,131,171,677.560,2.698,2.198
sbc034,379,677.060,679.758,379,KAREN;,2,And,And,CCONJ,Word,"",251682,2487,1,11,9,2,131,171,677.560,2.698,2.198
sbc034,379,677.060,679.758,379,KAREN;,3,we,we,PRON,Word,"",251683,2488,2,10,10,3,131,171,677.560,2.698,2.198
sbc034,379,677.060,679.758,379,KAREN;,4,'ve,'ve,AUX,Word,"",251684,2489,3,9,11,4,131,171,677.560,2.698,2.198
sbc034,379,677.060,679.758,379,KAREN;,5,got,got,VERB,Word,"",251685,2490,4,8,12,5,131,171,677.560,2.698,2.198
sbc034,379,677.060,679.758,379,KAREN;,6,three,three,NUM,Word,"",251686,2491,5,7,13,6,131,171,677.560,2.698,2.198
sbc034,379,677.060,679.758,379,KAREN;,7,new,new,ADJ,Word,"",251687,2492,6,6,14,7,131,171,677.560,2.698,2.198
sbc034,379,677.060,679.758,379,KAREN;,8,babies,babies,NOUN,Word,"",251688,2493,7,5,15,8,131,171,677.560,2.698,2.198
sbc034,379,677.060,679.758,379,KAREN;,9,that,that,DET,Word,"",251689,2494,8,4,16,9,131,171,677.560,2.698,2.198
sbc034,379,677.060,679.758,379,KAREN;,10,I,I,PRON,Word,"",251690,2495,9,3,17,10,131,171,677.560,2.698,2.198
sbc034,379,677.060,679.758,379,KAREN;,11,could,could,VERB,Word,"",251691,2496,10,2,18,11,131,171,677.560,2.698,2.198
sbc034,379,677.060,679.758,379,KAREN;,12,replant,replant,VERB,Word,"",251692,2497,11,1,19,12,131,171,677.560,2.698,2.198
sbc034,379,677.060,679.758,379,KAREN;,13,",",",",PUNCT,EndNote,continuing,251693,2498,,,20,13,131,171,677.560,2.698,2.198
sbc034,380,679.758,680.334,380,KAREN;,1,but,but,CCONJ,Word,"",251695,2500,1,4,22,15,131,171,679.758,0.576,0.576
sbc034,380,679.758,680.334,380,KAREN;,2,I,I,PRON,Word,"",251696,2501,2,3,23,16,131,171,679.758,0.576,0.576
sbc034,380,679.758,680.334,380,KAREN;,3,have,have,AUX,Word,"",251697,2502,3,2,24,17,131,171,679.758,0.576,0.576
sbc034,380,679.758,680.334,380,KAREN;,4,n't,n't,PART,Word,"",251698,2503,4,1,25,18,131,171,679.758,0.576,0.576
sbc034,380,679.758,680.334,380,KAREN;,5,",",",",PUNCT,EndNote,continuing,251699,2504,,,26,19,131,171,679.758,0.576,0.576
sbc034,381,680.334,681.163,381,KAREN;,1,(...),(...),X,Pause,"",251701,2506,,,28,21,131,171,680.834,0.829,0.329
sbc034,381,680.334,681.163,381,KAREN;,2,[already],already,X,Word,"",251702,2507,1,1,29,22,131,171,680.834,0.829,0.329
sbc034,381,680.334,681.163,381,KAREN;,3,.,.,PUNCT,EndNote,final,251703,2508,,,30,23,131,171,680.834,0.829,0.329
sbc034,382,680.921,681.255,382,SCOTT;,1,[Unhunh],Unhunh,X,Word,"",251705,2510,1,1,1,1,132,172,680.921,0.334,0.334
sbc034,382,680.921,681.255,382,SCOTT;,2,.,.,PUNCT,EndNote,final,251706,2511,,,2,2,132,172,680.921,0.334,0.334
sbc034,383,681.255,682.515,383,SCOTT;,1,(.),(.),X,Pause,"",251708,2513,,,4,1,132,173,681.405,1.260,1.110
sbc034,383,681.255,682.515,383,SCOTT;,2,And,And,CCONJ,Word,"",251709,2514,1,2,5,2,132,173,681.405,1.260,1.110
sbc034,383,681.255,682.515,383,SCOTT;,3,that,that,DET,Word,"",251710,2515,2,1,6,3,132,173,681.405,1.260,1.110
sbc034,383,681.255,682.515,383,SCOTT;,4,—,—,PUNCT,EndNote,break,251711,2516,,,7,4,132,173,681.405,1.260,1.110
sbc034,384,682.515,683.091,384,SCOTT;,1,(.),(.),X,Pause,"",251713,2518,,,9,6,132,173,682.665,0.576,0.426
sbc034,384,682.515,683.091,384,SCOTT;,2,Yeah,Yeah,INTJ,Word,"",251714,2519,1,2,10,7,132,173,682.665,0.576,0.426
sbc034,384,682.515,683.091,384,SCOTT;,3,the,the,DET,Word,"",251715,2520,2,1,11,8,132,173,682.665,0.576,0.426
sbc034,384,682.515,683.091,384,SCOTT;,4,—,—,PUNCT,EndNote,break,251716,2521,,,12,9,132,173,682.665,0.576,0.426
sbc034,385,683.091,683.610,385,KAREN;,1,(COUGH),(COUGH),X,Vocalism,"",251718,2523,,,1,11,133,174,683.091,0.519,0.519
sbc034,385,683.091,683.610,385,KAREN;,2,(COUGH),(COUGH),X,Vocalism,"",251719,2524,,,2,12,133,174,683.091,0.519,0.519
sbc034,386,683.610,685.038,386,SCOTT;,1,The,The,DET,Word,"",251721,2526,1,6,1,14,134,173,683.610,1.428,1.428
