Token,Lemma,Transcript,Count,Category,Subcategory,Correction,Special,Two_words,End_tone,Overlap,Lag,@word,#word,%word,_word,Other_symbols,Standoff,Name,Stop_List,[POS]
indian,,indian]?,1,word,,,,,appeal,],,,,,,,,,,
indiana,,indi]ana.,1,word,,,,,final,],,,,,,,,,,
indiana,,"indiana,",3,word,,,,,continuing,,,,,,,,,,,
indiana,,indiana.,1,word,,,,,final,,,,,,,,,,,
indianapolis,,indianapolis,1,word,,,,,,,,,,,,,,,,
indians,,indians,1,word,,,,,,,,,,,,,,,,
indicate,,indicate,2,word,,,,,,,,,,,,,,,,
indicate,,"indicate,",1,word,,,,,continuing,,,,,,,,,,,
indicates,,indicates,3,word,,,,,,,,,,,,,,,,
indication,,"i]ndication,",1,word,,,,,continuing,],,,,,,,,,,
indication,,indication.,1,word,,,,,final,,,,,,,,,,,
indirectly,,indirectly.,1,word,,,,,final,,,,,,,,,,,
individual,,individual,7,word,,,,,,,,,,,,,,,,
individuality,,individuality:.,1,word,,,,,final,,lag,,,,,,,,,
individually,,individually,1,word,,,,,,,,,,,,,,,,
individually,,"individually,",1,word,,,,,continuing,,,,,,,,,,,
individuals,,individuals,1,word,,,,,,,,,,,,,,,,
individuals,,individuals.,1,word,,,,,final,,,,,,,,,,,
indonesia,,indonesia,1,word,,,,,,,,,,,,,,,,
indonesia,,"indonesia,",2,word,,,,,continuing,,,,,,,,,,,
indonesia,,indonesia?,1,word,,,,,appeal,,,,,,,,,,,
indonesia,,indonesia.,1,word,,,,,final,,,,,,,,,,,
indonesian,,indonesian,2,word,,,,,,,,,,,,,,,,
indonesians,,indonesians.,1,word,,,,,final,,,,,,,,,,,
indonesians,,indonesians],1,word,,,,,,],,,,,,,,,,
indonesians,,"indonesians],",1,word,,,,,continuing,],,,,,,,,,,
indoors,,indoors,1,word,,,,,,,,,,,,,,,,
inducted,,inducted,2,word,,,,,,,,,,,,,,,,
indulgence,,"indulgence,",1,word,,,,,continuing,,,,,,,,,,,
indulgence,,indulgence.,1,word,,,,,final,,,,,,,,,,,
indulgences,,"indulgences,",1,word,,,,,continuing,,,,,,,,,,,
industrial,,in[6dustrial,1,word,,,,,,[,,,,,,,,,,
industrial,,industrial,1,word,,,,,,,,,,,,,,,,
industry,,industry,1,word,,,,,,,,,,,,,,,,
industry,,"industry,",2,word,,,,,continuing,,,,,,,,,,,
inequality,,"inequality,",1,word,,,,,continuing,,,,,,,,,,,
inexpensive,,inex]pensive.,1,word,,,,,final,],,,,,,,,,,
inexpensive,,inexpensive,1,word,,,,,,,,,,,,,,,,
inexpensive,,inexpensive.,3,word,,,,,final,,,,,,,,,,,
inexperienced,,"inexperienced,",1,word,,,,,continuing,,,,,,,,,,,
infallible,,"infallible,",1,word,,,,,continuing,,,,,,,,,,,
infamous,,infamous,1,word,,,,,,,,,,,,,,,,
infantry,,"infantry,",1,word,,,,,continuing,,,,,,,,,,,
infants,,infants,1,word,,,,,,,,,,,,,,,,
infants,,infants.,1,word,,,,,final,,,,,,,,,,,
infatuated,,infatuated,1,word,,,,,,,,,,,,,,,,
infatuation,,"infatuation,",1,word,,,,,continuing,,,,,,,,,,,
infected,,infected?,1,word,,,,,appeal,,,,,,,,,,,
infected,,infected.,2,word,,,,,final,,,,,,,,,,,
infected,,infected]?,1,word,,,,,appeal,],,,,,,,,,,
infection,,in[2fection].,1,word,,,,,final,[],,,,,,,,,,
infection,,infection,2,word,,,,,,,,,,,,,,,,
infection,,"infection,",4,word,,,,,continuing,,,,,,,,,,,
infection,,infection.,4,word,,,,,final,,,,,,,,,,,
infection,,infection2].,1,word,,,,,final,],,,,,,,,,,
infectious,,infectious],1,word,,,,,,],,,,,,,,,,
inferno,,inferno,1,word,,,,,,,,,,,,,,,,
inferno,,inferno.,1,word,,,,,final,,,,,,,,,,,
infiltration,,infiltration.,1,word,,,,,final,,,,,,,,,,,
infinitive,,infinitive].,1,word,,,,,final,],,,,,,,,,,
inflamation,,inflamation,1,word,,,,,,,,,,,,,,,,
inflexible,,[in]flexible?,1,word,,,,,appeal,[],,,,,,,,,,
influence,,influence,2,word,,,,,,,,,,,,,,,,
influence,,"influence,",1,word,,,,,continuing,,,,,,,,,,,
influence,,influence.,1,word,,,,,final,,,,,,,,,,,
influenced,,influenced,2,word,,,,,,,,,,,,,,,,
influences,,influences,1,word,,,,,,,,,,,,,,,,
influencing,,influencing,1,word,,,,,,,,,,,,,,,,
inform,,inform,1,word,,,,,,,,,,,,,,,,
informal,,informal,1,word,,,,,,,,,,,,,,,,
information,,inf]orma[2tion,1,word,,,,,,][,,,,,,,,,,
information,,infor[3mation,1,word,,,,,,[,,,,,,,,,,
information,,information,9,word,,,,,,,,,,,,,,,,
information,,"information,",11,word,,,,,continuing,,,,,,,,,,,
information,,information.,3,word,,,,,final,,,,,,,,,,,
infusion,,infusion,1,word,,,,,,,,,,,,,,,,
ingenue,,"ingenue,",1,word,,,,,continuing,,,,,,,,,,,
ingredients,,ingredients,2,word,,,,,,,,,,,,,,,,
ingredients,,"ingredients,",2,word,,,,,continuing,,,,,,,,,,,
initial,,initial,1,word,,,,,,,,,,,,,,,,
initially,,[ini]tially?,1,word,,,,,appeal,[],,,,,,,,,,
initially,,initially,2,word,,,,,,,,,,,,,,,,
initiation,,initiation.,1,word,,,,,final,,,,,,,,,,,
initiatives,,initiatives?,1,word,,,,,appeal,,,,,,,,,,,
injection,,injection,1,word,,,,,,,,,,,,,,,,
injured,,injured,2,word,,,,,,,,,,,,,,,,
injured,,"injured,",1,word,,,,,continuing,,,,,,,,,,,
injuries,,"injuries,",1,word,,,,,continuing,,,,,,,,,,,
injury,,injury,2,word,,,,,,,,,,,,,,,,
injury,,injury.,2,word,,,,,final,,,,,,,,,,,
inmate,,inmate,1,word,,,,,,,,,,,,,,,,
inn,,inn,1,word,,,,,,,,,,,,,,,,
innate,,innate,1,word,,,,,,,,,,,,,,,,
innocence,,innocence.,1,word,,,,,final,,,,,,,,,,,
innocent,,innocent].,1,word,,,,,final,],,,,,,,,,,
inother,,in][3o][4ther,1,word,,,,,,[],,,,,,,,,,
inquiry,,"inquiry,",1,word,,,,,continuing,,,,,,,,,,,
insane,,insa:ne.,1,word,,,,,final,,lag,,,,,,,,,
insane,,insa]ne.,1,word,,,,,final,],,,,,,,,,,
insane,,insane.,1,word,,,,,final,,,,,,,,,,,
insanity,,"in:sanity,",1,word,,,,,continuing,,lag,,,,,,,,,
insanity,,"insanity:,",1,word,,,,,continuing,,lag,,,,,,,,,
inside,,[4inside,1,word,,,,,,[,,,,,,,,,,
inside,,[inside].,1,word,,,,,final,[],,,,,,,,,,
inside,,in[2side,1,word,,,,,,[,,,,,,,,,,
inside,,in[2side].,1,word,,,,,final,[],,,,,,,,,,
inside,,in[side,1,word,,,,,,[,,,,,,,,,,
inside,,in[side].,2,word,,,,,final,[],,,,,,,,,,
inside,,ins:ide,1,word,,,,,,,lag,,,,,,,,,
inside,,"insi:de,",1,word,,,,,continuing,,lag,,,,,,,,,
inside,,insi:de.,3,word,,,,,final,,lag,,,,,,,,,
inside,,insi]:de,1,word,,,,,,],lag,,,,,,,,,
inside,,inside,31,word,,,,,,,,,,,,,,,,
inside,,"inside,",3,word,,,,,continuing,,,,,,,,,,,
inside,,inside.,7,word,,,,,final,,,,,,,,,,,
inside,,inside],1,word,,,,,,],,,,,,,,,,
insist,,insist,1,word,,,,,,,,,,,,,,,,
insists,,insists,1,word,,,,,,,,,,,,,,,,
inspection,,"[2inspection,",1,word,,,,,continuing,[,,,,,,,,,,
inspection,,inspection,4,word,,,,,,,,,,,,,,,,
inspection,,"inspection,",2,word,,,,,continuing,,,,,,,,,,,
inspection,,inspection?,1,word,,,,,appeal,,,,,,,,,,,
inspection,,inspection.,3,word,,,,,final,,,,,,,,,,,
inspector,,inspector,4,word,,,,,,,,,,,,,,,,
inspector,,inspector.,2,word,,,,,final,,,,,,,,,,,
inspector's,,inspector's,1,word,,,,,,,,,,,,,,,,
inspecttor,,inspect[tor,1,word,,,,,,[,,,,,,,,,,
inspiration,,"inspiration,",1,word,,,,,continuing,,,,,,,,,,,
inspire,,inspire,1,word,,,,,,,,,,,,,,,,
install,,install,1,word,,,,,,,,,,,,,,,,
installing,,installing,1,word,,,,,,,,,,,,,,,,
instance,,"instance,",3,word,,,,,continuing,,,,,,,,,,,
instances,,"instances,",1,word,,,,,continuing,,,,,,,,,,,
instead,,[instead,3,word,,,,,,[,,,,,,,,,,
instead,,[instead],1,word,,,,,,[],,,,,,,,,,
instead,,instead,20,word,,,,,,,,,,,,,,,,
instead,,"instead,",3,word,,,,,continuing,,,,,,,,,,,
instead,,instead.,3,word,,,,,final,,,,,,,,,,,
instep,,instep,1,word,,,,,,,,,,,,,,,,
instep,,instep?,1,word,,,,,appeal,,,,,,,,,,,
instilled,,instilled,1,word,,,,,,,,,,,,,,,,
institute,,institute?,1,word,,,,,appeal,,,,,,,,,,,
institutionalized,,institutionalized,1,word,,,,,,,,,,,,,,,,
institutionalized,,"institutionalized,",1,word,,,,,continuing,,,,,,,,,,,
institutions,,institutions.,1,word,,,,,final,,,,,,,,,,,
instructions,,"instructions,",1,word,,,,,continuing,,,,,,,,,,,
instructor,,instructor,2,word,,,,,,,,,,,,,,,,
instructor,,instructor.,1,word,,,,,final,,,,,,,,,,,
instrument,,instrument,1,word,,,,,,,,,,,,,,,,
instrument,,"instrument,",2,word,,,,,continuing,,,,,,,,,,,
instrument,,instrument.,1,word,,,,,final,,,,,,,,,,,
instrument,,instrument].,1,word,,,,,final,],,,,,,,,,,
instrumentation,,instrumentation,2,word,,,,,,,,,,,,,,,,
instruments,,instruments?,1,word,,,,,appeal,,,,,,,,,,,
insulate,,insulate,1,word,,,,,,,,,,,,,,,,
insulation,,insul]ation,1,word,,,,,,],,,,,,,,,,
insulation,,"insula]tion,",1,word,,,,,continuing,],,,,,,,,,,
insulation,,insulation,2,word,,,,,,,,,,,,,,,,
insulation,,"insulation,",2,word,,,,,continuing,,,,,,,,,,,
insulation,,insulation.,2,word,,,,,final,,,,,,,,,,,
insulator,,insulator,1,word,,,,,,,,,,,,,,,,
insulator,,insulator.,1,word,,,,,final,,,,,,,,,,,
insulin,,insulin,6,word,,,,,,,,,,,,,,,,
insulin,,"insulin,",4,word,,,,,continuing,,,,,,,,,,,
insulin,,insulin.,3,word,,,,,final,,,,,,,,,,,
insulins,,insulins,4,word,,,,,,,,,,,,,,,,
insulins,,"insulins,",1,word,,,,,continuing,,,,,,,,,,,
insulins,,insulins.,2,word,,,,,final,,,,,,,,,,,
insulted,,"insulted,",1,word,,,,,continuing,,,,,,,,,,,
insurance,,insur[ance].,1,word,,,,,final,[],,,,,,,,,,
insurance,,insurance,5,word,,,,,,,,,,,,,,,,
insurance,,"insurance,",4,word,,,,,continuing,,,,,,,,,,,
insured,,"ins]ured,",1,word,,,,,continuing,],,,,,,,,,,
intact,,"intact,",1,word,,,,,continuing,,,,,,,,,,,
intake,,intake,1,word,,,,,,,,,,,,,,,,
integrate,,integrate,2,word,,,,,,,,,,,,,,,,
integrated,,integrated,1,word,,,,,,,,,,,,,,,,
intellectual,,intellectual,2,word,,,,,,,,,,,,,,,,
intellectual,,"intellectual,",3,word,,,,,continuing,,,,,,,,,,,
intellectually,,"intellectually,",1,word,,,,,continuing,,,,,,,,,,,
intellectuals,,intellectuals.,1,word,,,,,final,,,,,,,,,,,
intelligence,,intelligence,1,word,,,,,,,,,,,,,,,,
intelligence,,"intelligence,",1,word,,,,,continuing,,,,,,,,,,,
intelligent,,intelligent.,1,word,,,,,final,,,,,,,,,,,
intending,,intending,1,word,,,,,,,,,,,,,,,,
intensify,,intensify,1,word,,,,,,,,,,,,,,,,
intensify,,"intensify,",1,word,,,,,continuing,,,,,,,,,,,
intent,,intent,1,word,,,,,,,,,,,,,,,,
intent,,"intent,",1,word,,,,,continuing,,,,,,,,,,,
intent,,intent.,1,word,,,,,final,,,,,,,,,,,
intentional,,in[4tentional,1,word,,,,,,[,,,,,,,,,,
intentions,,intentions,1,word,,,,,,,,,,,,,,,,
interact,,"interact,",1,word,,,,,continuing,,,,,,,,,,,
interaction,,interaction,1,word,,,,,,,,,,,,,,,,
interacts,,interacts,2,word,,,,,,,,,,,,,,,,
intercom,,[in]tercom,1,word,,,,,,[],,,,,,,,,,
interest,,interest,8,word,,,,,,,,,,,,,,,,
interest,,"interest,",3,word,,,,,continuing,,,,,,,,,,,
interest,,interest.,1,word,,,,,final,,,,,,,,,,,
interested,,[interested],1,word,,,,,,[],,,,,,,,,,
interested,,#interested,1,word,,,,,,,,,#word,,,,,,,
interested,,intere[2sted,1,word,,,,,,[,,,,,,,,,,
interested,,interested,13,word,,,,,,,,,,,,,,,,
interested,,"interested,",6,word,,,,,continuing,,,,,,,,,,,
interested,,interested?,1,word,,,,,appeal,,,,,,,,,,,
interested,,interested.,2,word,,,,,final,,,,,,,,,,,
interesting,,[2interesting].,1,word,,,,,final,[],,,,,,,,,,
interesting,,"[3in]teresting,",1,word,,,,,continuing,[],,,,,,,,,,
interesting,,"[interesting,",1,word,,,,,continuing,[,,,,,,,,,,
interesting,,[interesting].,1,word,,,,,final,[],,,,,,,,,,
interesting,,%interesting.,1,word,,,,,final,,,,,%word,,,,,,
interesting,,in][4teresting],1,word,,,,,,[],,,,,,,,,,
interesting,,int]eresting.,1,word,,,,,final,],,,,,,,,,,
interesting,,inter[esting,1,word,,,,,,[,,,,,,,,,,
interesting,,"interest[ing],",1,word,,,,,continuing,[],,,,,,,,,,
interesting,,interesting,15,word,,,,,,,,,,,,,,,,
interesting,,"interesting,",10,word,,,,,continuing,,,,,,,,,,,
interesting,,interesting.,16,word,,,,,final,,,,,,,,,,,
interesting,,interesting],2,word,,,,,,],,,,,,,,,,
interesting,,interesting].,1,word,,,,,final,],,,,,,,,,,
interests,,interests,3,word,,,,,,,,,,,,,,,,
interfacing,,inter[facing],1,word,,,,,,[],,,,,,,,,,
interfacing,,interfacing,1,word,,,,,,,,,,,,,,,,
interfered,,interfered,1,word,,,,,,,,,,,,,,,,
interim,,interim,1,word,,,,,,,,,,,,,,,,
interior,,in:terior,1,word,,,,,,,lag,,,,,,,,,
interior,,interior,2,word,,,,,,,,,,,,,,,,
interior,,"interior,",1,word,,,,,continuing,,,,,,,,,,,
interiors,,interiors?,1,word,,,,,appeal,,,,,,,,,,,
interject,,interject,1,word,,,,,,,,,,,,,,,,
interjecting,,interjecting,1,word,,,,,,,,,,,,,,,,
intermediate,,intermediate,2,word,,,,,,,,,,,,,,,,
intermingling,,intermingling.,1,word,,,,,final,,,,,,,,,,,
intermix,,intermix.,1,word,,,,,final,,,,,,,,,,,
internal,,internal,1,word,,,,,,,,,,,,,,,,
internally,,internally.,1,word,,,,,final,,,,,,,,,,,
international,,international,3,word,,,,,,,,,,,,,,,,
international,,"international,",1,word,,,,,continuing,,,,,,,,,,,
internet,,internet].,1,word,,,,,final,],,,,,,,,,,
interpret,,interpret,2,word,,,,,,,,,,,,,,,,
interpret,,interpret.,1,word,,,,,final,,,,,,,,,,,
interpretated,,interpretated,1,word,,,,,,,,,,,,,,,,
interpretation,,interpretation,1,word,,,,,,,,,,,,,,,,
interpreted,,interpreted,1,word,,,,,,,,,,,,,,,,
interpreter,,interpreter,1,word,,,,,,,,,,,,,,,,
interrupt,,inter]rupt,1,word,,,,,,],,,,,,,,,,
interrupted,,interrupted,1,word,,,,,,,,,,,,,,,,
interruption,,@interruption.,1,word,,,,,final,,,@word,,,,,,,,
interstate,,[interstate],1,word,,,,,,[],,,,,,,,,,
intertribal,,intertri]bal,1,word,,,,,,],,,,,,,,,,
intertwined,,intertwined,1,word,,,,,,,,,,,,,,,,
intertwined,,"intertwined,",1,word,,,,,continuing,,,,,,,,,,,
intervene,,intervene,1,word,,,,,,,,,,,,,,,,
intervened,,"intervened,",1,word,,,,,continuing,,,,,,,,,,,
interview,,interview,2,word,,,,,,,,,,,,,,,,
interview,,"interview,",1,word,,,,,continuing,,,,,,,,,,,
interviewed,,interviewed,3,word,,,,,,,,,,,,,,,,
interviewer,,interviewer,1,word,,,,,,,,,,,,,,,,
interviewer,,"interviewer,",1,word,,,,,continuing,,,,,,,,,,,
interviewer,,interviewer?,1,word,,,,,appeal,,,,,,,,,,,
intimate,,intimate.,1,word,,,,,final,,,,,,,,,,,
intimately,,intimately,1,word,,,,,,,,,,,,,,,,
intimidate,,intimidate,1,word,,,,,,,,,,,,,,,,
intimidated,,intimidated,2,word,,,,,,,,,,,,,,,,
into,,[2into,2,word,,,,,,[,,,,,,,,,,
into,,[4into].,1,word,,,,,final,[],,,,,,,,,,
into,,[into,1,word,,,,,,[,,,,,,,,,,
into,,#into,2,word,,,,,,,,,#word,,,,,,,
into,,in[3to,1,word,,,,,,[,,,,,,,,,,
into,,in]to,1,word,,,,,,],,,,,,,,,,
into,,in]to:,1,word,,,,,,],lag,,,,,,,,,
into,,into,267,word,,,,,,,,,,,,,,,,
into,,"into,",5,word,,,,,continuing,,,,,,,,,,,
into,,into:,1,word,,,,,,,lag,,,,,,,,,
into,,into?,1,word,,,,,appeal,,,,,,,,,,,
into,,into.,2,word,,,,,final,,,,,,,,,,,
into,,into],2,word,,,,,,],,,,,,,,,,
introduce,,introduce,3,word,,,,,,,,,,,,,,,,
introduced,,#introduced,1,word,,,,,,,,,#word,,,,,,,
introduced,,in]troduced,1,word,,,,,,],,,,,,,,,,
introduced,,introduced,2,word,,,,,,,,,,,,,,,,
introducing,,introducing,1,word,,,,,,,,,,,,,,,,
introduction,,[7introduction],1,word,,,,,,[],,,,,,,,,,
introduction,,introd][3uction,1,word,,,,,,][,,,,,,,,,,
introduction,,introduction,1,word,,,,,,,,,,,,,,,,
introverted,,"introverted,",1,word,,,,,continuing,,,,,,,,,,,
invasion,,invasion,1,word,,,,,,,,,,,,,,,,
invent,,invent,1,word,,,,,,,,,,,,,,,,
invented,,invented,3,word,,,,,,,,,,,,,,,,
invented,,invented.,2,word,,,,,final,,,,,,,,,,,
invention,,invention.,1,word,,,,,final,,,,,,,,,,,
inventions,,inventions.,1,word,,,,,final,,,,,,,,,,,
inventive,,inventive,1,word,,,,,,,,,,,,,,,,
inventory,,inventory,2,word,,,,,,,,,,,,,,,,
inventorying,,inventorying,1,word,,,,,,,,,,,,,,,,
inventorying,,"inventorying,",1,word,,,,,continuing,,,,,,,,,,,
inverted,,inverted,3,word,,,,,,,,,,,,,,,,
invest,,invest,3,word,,,,,,,,,,,,,,,,
invested,,invested,1,word,,,,,,,,,,,,,,,,
invested,,invested.,1,word,,,,,final,,,,,,,,,,,
investigating,,investigating,2,word,,,,,,,,,,,,,,,,
investing,,investing,1,word,,,,,,,,,,,,,,,,
investment,,investment,3,word,,,,,,,,,,,,,,,,
investment,,"investment,",2,word,,,,,continuing,,,,,,,,,,,
investments,,"in]vestments,",1,word,,,,,continuing,],,,,,,,,,,
investments,,investments,1,word,,,,,,,,,,,,,,,,
investments,,"investments,",1,word,,,,,continuing,,,,,,,,,,,
investments,,investments.,2,word,,,,,final,,,,,,,,,,,
invictus,,invictus.,1,word,,,,,final,,,,,,,,,,,
invinces,,invinces,1,word,,,,,,,,,,,,,,,,
invisible,,invisible,4,word,,,,,,,,,,,,,,,,
invisible,,"invisible,",1,word,,,,,continuing,,,,,,,,,,,
invisible,,invisible.,2,word,,,,,final,,,,,,,,,,,
invitation,,invitation,1,word,,,,,,,,,,,,,,,,
invite,,inv:ite,1,word,,,,,,,lag,,,,,,,,,
invite,,"invi:te,",1,word,,,,,continuing,,lag,,,,,,,,,
invite,,invite,6,word,,,,,,,,,,,,,,,,
invited,,invi]ted,1,word,,,,,,],,,,,,,,,,
invited,,invited,6,word,,,,,,,,,,,,,,,,
inviting,,inviting,1,word,,,,,,,,,,,,,,,,
involve,,involve,2,word,,,,,,,,,,,,,,,,
involved,,involved,19,word,,,,,,,,,,,,,,,,
involved,,"involved,",5,word,,,,,continuing,,,,,,,,,,,
involved,,involved?,1,word,,,,,appeal,,,,,,,,,,,
involved,,involved.,3,word,,,,,final,,,,,,,,,,,
involvement,,involvement,1,word,,,,,,,,,,,,,,,,
involves,,involves,1,word,,,,,,,,,,,,,,,,
involves,,involves:,1,word,,,,,,,lag,,,,,,,,,
iowa,,iowa,1,word,,,,,,,,,,,,,,,,
ippon,,#ippon.,2,word,,,,,final,,,,#word,,,,,,,
ippon,,ippon.,1,word,,,,,final,,,,,,,,,,,
ira,,ira,7,word,,,,,,,,,,,,,,,,
ira,,"ira,",3,word,,,,,continuing,,,,,,,,,,,
ira,,ira.,3,word,,,,,final,,,,,,,,,,,
iranian,,iranian.,1,word,,,,,final,,,,,,,,,,,
iras,,iras,1,word,,,,,,,,,,,,,,,,
iras,,"iras,",1,word,,,,,continuing,,,,,,,,,,,
iras,,iras.,1,word,,,,,final,,,,,,,,,,,
iras,,iras],1,word,,,,,,],,,,,,,,,,
irish,,irish,1,word,,,,,,,,,,,,,,,,
irish,,"irish,",1,word,,,,,continuing,,,,,,,,,,,
iron,,[iron,1,word,,,,,,[,,,,,,,,,,
iron,,iron,1,word,,,,,,,,,,,,,,,,
iron,,"iron,",1,word,,,,,continuing,,,,,,,,,,,
iron,,iron?,1,word,,,,,appeal,,,,,,,,,,,
iron,,iron.,2,word,,,,,final,,,,,,,,,,,
irons,,irons,1,word,,,,,,,,,,,,,,,,
irons,,irons.,1,word,,,,,final,,,,,,,,,,,
irrefutable,,@irrefutable,1,word,,,,,,,,@word,,,,,,,,
irrefutable,,irrefutable,2,word,,,,,,,,,,,,,,,,
irrefutable,,irrefutable.,1,word,,,,,final,,,,,,,,,,,
irrespective,,irrespective,1,word,,,,,,,,,,,,,,,,
irresponsibility,,irresponsibility.,1,word,,,,,final,,,,,,,,,,,
irritated,,#irritated].,1,word,,,,,final,],,,#word,,,,,,,
irritated,,irritated,2,word,,,,,,,,,,,,,,,,
irs,,irs,2,word,,,,,,,,,,,,,,,,
is,,[2@i:s].,1,word,,,,,final,[],lag,@word,,,,,,,,
is,,[2#is,1,word,,,,,,[,,,#word,,,,,,,
is,,[2is,11,word,,,,,,[,,,,,,,,,,
is,,"[2is,",1,word,,,,,continuing,[,,,,,,,,,,
is,,[2is:],1,word,,,,,,[],lag,,,,,,,,,
is,,[2is],1,word,,,,,,[],,,,,,,,,,
is,,"[2is],",1,word,,,,,continuing,[],,,,,,,,,,
is,,[2is].,1,word,,,,,final,[],,,,,,,,,,
is,,[3is,7,word,,,,,,[,,,,,,,,,,
is,,[3is],1,word,,,,,,[],,,,,,,,,,
is,,"[3is],",1,word,,,,,continuing,[],,,,,,,,,,
is,,[3is]?,1,word,,,,,appeal,[],,,,,,,,,,
is,,[3is].,1,word,,,,,final,[],,,,,,,,,,
is,,[4is,5,word,,,,,,[,,,,,,,,,,
is,,[4is],1,word,,,,,,[],,,,,,,,,,
is,,[5is,3,word,,,,,,[,,,,,,,,,,
is,,[6is,1,word,,,,,,[,,,,,,,,,,
is,,[7is,2,word,,,,,,[,,,,,,,,,,
is,,[8is],1,word,,,,,,[],,,,,,,,,,
is,,[8is].,1,word,,,,,final,[],,,,,,,,,,
is,,[9is,2,word,,,,,,[,,,,,,,,,,
is,,[i:s.,1,word,,,,,final,[,lag,,,,,,,,,
is,,[is,51,word,,,,,,[,,,,,,,,,,
is,,[is],8,word,,,,,,[],,,,,,,,,,
is,,[is]?,2,word,,,,,appeal,[],,,,,,,,,,
is,,[is].,1,word,,,,,final,[],,,,,,,,,,
is,,@i:s.,1,word,,,,,final,,lag,@word,,,,,,,,
is,,"@i[2:s,",1,word,,,,,continuing,[,lag,@word,,,,,,,,
is,,@is.,1,word,,,,,final,,,@word,,,,,,,,
is,,#is,14,word,,,,,,,,,#word,,,,,,,
is,,#is],4,word,,,,,,],,,#word,,,,,,,
is,,%is,2,word,,,,,,,,,,%word,,,,,,
is,,i:s,11,word,,,,,,,lag,,,,,,,,,
is,,"i:s,",14,word,,,,,continuing,,lag,,,,,,,,,
is,,i:s.,5,word,,,,,final,,lag,,,,,,,,,
is,,i:s],1,word,,,,,,],lag,,,,,,,,,
is,,"i:s],",1,word,,,,,continuing,],lag,,,,,,,,,
is,,i:s].,2,word,,,,,final,],lag,,,,,,,,,
is,,i[s]?,1,word,,,,,appeal,[],,,,,,,,,,
is,,i]:s,3,word,,,,,,],lag,,,,,,,,,
is,,i][2:s].,1,word,,,,,final,[],lag,,,,,,,,,
is,,is,1699,word,,,,,,,,,,,,,,,,
is,,"is,",192,word,,,,,continuing,,,,,,,,,,,
is,,"is,",1,word,,,,,continuing,,,,,,,,,,,
is,,is:,10,word,,,,,,,lag,,,,,,,,,
is,,"is:,",9,word,,,,,continuing,,lag,,,,,,,,,
is,,is:.,1,word,,,,,final,,lag,,,,,,,,,
is,,is:],1,word,,,,,,],lag,,,,,,,,,
is,,"is:],",1,word,,,,,continuing,],lag,,,,,,,,,
is,,is?,10,word,,,,,appeal,,,,,,,,,,,
is,,is.,68,word,,,,,final,,,,,,,,,,,
is,,is],43,word,,,,,,],,,,,,,,,,
is,,"is],",11,word,,,,,continuing,],,,,,,,,,,
is,,is]:,1,word,,,,,,],lag,,,,,,,,,
is,,is]?,3,word,,,,,appeal,],,,,,,,,,,
is,,is].,11,word,,,,,final,],,,,,,,,,,
is,,is2].,1,word,,,,,final,],,,,,,,,,,
is,,is3],3,word,,,,,,],,,,,,,,,,
is,,is4],2,word,,,,,,],,,,,,,,,,
is,,"is4],",1,word,,,,,continuing,],,,,,,,,,,
isaac,,isaac,1,word,,,,,,,,,,,,,,,,
isaac,,isaac.,1,word,,,,,final,,,,,,,,,,,
isabelle,,[i:sabelle].,1,word,,,,,final,[],lag,,,,,,,,,
isabelle's,,isabelle's,1,word,,,,,,,,,,,,,,,,
isadora,,isadora,1,word,,,,,,,,,,,,,,,,
isak,,isak,1,word,,,,,,,,,,,,,,,,
isis,,isis,1,word,,,,,,,,,,,,,,,,
isis,,isis.,1,word,,,,,final,,,,,,,,,,,
islam,,islam,1,word,,,,,,,,,,,,,,,,
island,,[island],1,word,,,,,,[],,,,,,,,,,
island,,@island,1,word,,,,,,,,@word,,,,,,,,
island,,is[2land,1,word,,,,,,[,,,,,,,,,,
island,,islan[d].,1,word,,,,,final,[],,,,,,,,,,
island,,island,3,word,,,,,,,,,,,,,,,,
island,,"island,",1,word,,,,,continuing,,,,,,,,,,,
islands,,[2islands]?,1,word,,,,,appeal,[],,,,,,,,,,
isle,,isle,1,word,,,,,,,,,,,,,,,,
isn't,,[#isn't,1,word,,,,,,[,,,#word,,,,,,,
isn't,,[2isn't,2,word,,,,,,[,,,,,,,,,,
isn't,,[2isn't],1,word,,,,,,[],,,,,,,,,,
isn't,,[3isn't,2,word,,,,,,[,,,,,,,,,,
isn't,,[3isn't],2,word,,,,,,[],,,,,,,,,,
isn't,,[isn't,7,word,,,,,,[,,,,,,,,,,
isn't,,[isn't],1,word,,,,,,[],,,,,,,,,,
isn't,,#isn't,2,word,,,,,,,,,#word,,,,,,,
isn't,,d_isn't,1,word,,,,,,,,,,,,,,,,
isn't,,"is[n't],",1,word,,,,,continuing,[],,,,,,,,,,
isn't,,is]n't,1,word,,,,,,],,,,,,,,,,
isn't,,is4][5n't,1,word,,,,,,][,,,,,,,,,,
isn't,,isn't,91,word,,,,,,,,,,,,,,,,
isn't,,"isn't,",4,word,,,,,continuing,,,,,,,,,,,
isn't,,isn't:,1,word,,,,,,,lag,,,,,,,,,
isn't,,isn't.,2,word,,,,,final,,,,,,,,,,,
isn't,,isn't],3,word,,,,,,],,,,,,,,,,
isn't,,isn't3],1,word,,,,,,],,,,,,,,,,
isolated,,"isolated,",1,word,,,,,continuing,,,,,,,,,,,
